source,target
離散数学_0,離散数学_1
離散数学_0,離散数学_6
離散数学_0,離散数学_11
離散数学_0,離散数学_16
離散数学_0,離散数学_21
離散数学_0,離散数学_26
離散数学_1,離散数学_2
離散数学_1,離散数学_3
離散数学_1,離散数学_4
離散数学_1,離散数学_5
離散数学_6,離散数学_7
離散数学_6,離散数学_8
離散数学_6,離散数学_9
離散数学_6,離散数学_10
離散数学_11,離散数学_12
離散数学_12,離散数学_13
離散数学_12,離散数学_14
離散数学_13,離散数学_15
離散数学_12,離散数学_20
離散数学_16,離散数学_17
離散数学_16,離散数学_18
離散数学_16,離散数学_19
離散数学_21,離散数学_22
離散数学_21,離散数学_23
離散数学_21,離散数学_24
離散数学_21,離散数学_25
離散数学_26,離散数学_27
離散数学_26,離散数学_28
離散数学_28,離散数学_29
