source,target
情報工学工房C（学域）（R6開講なし）_0,情報工学工房C（学域）（R6開講なし）_1
情報工学工房C（学域）（R6開講なし）_0,情報工学工房C（学域）（R6開講なし）_7
情報工学工房C（学域）（R6開講なし）_0,情報工学工房C（学域）（R6開講なし）_12
情報工学工房C（学域）（R6開講なし）_0,情報工学工房C（学域）（R6開講なし）_17
情報工学工房C（学域）（R6開講なし）_0,情報工学工房C（学域）（R6開講なし）_22
情報工学工房C（学域）（R6開講なし）_0,情報工学工房C（学域）（R6開講なし）_27
情報工学工房C（学域）（R6開講なし）_1,情報工学工房C（学域）（R6開講なし）_2
情報工学工房C（学域）（R6開講なし）_1,情報工学工房C（学域）（R6開講なし）_3
情報工学工房C（学域）（R6開講なし）_1,情報工学工房C（学域）（R6開講なし）_4
情報工学工房C（学域）（R6開講なし）_1,情報工学工房C（学域）（R6開講なし）_5
情報工学工房C（学域）（R6開講なし）_1,情報工学工房C（学域）（R6開講なし）_6
情報工学工房C（学域）（R6開講なし）_7,情報工学工房C（学域）（R6開講なし）_8
情報工学工房C（学域）（R6開講なし）_7,情報工学工房C（学域）（R6開講なし）_9
情報工学工房C（学域）（R6開講なし）_7,情報工学工房C（学域）（R6開講なし）_10
情報工学工房C（学域）（R6開講なし）_7,情報工学工房C（学域）（R6開講なし）_11
情報工学工房C（学域）（R6開講なし）_12,情報工学工房C（学域）（R6開講なし）_13
情報工学工房C（学域）（R6開講なし）_12,情報工学工房C（学域）（R6開講なし）_14
情報工学工房C（学域）（R6開講なし）_12,情報工学工房C（学域）（R6開講なし）_15
情報工学工房C（学域）（R6開講なし）_12,情報工学工房C（学域）（R6開講なし）_16
情報工学工房C（学域）（R6開講なし）_17,情報工学工房C（学域）（R6開講なし）_18
情報工学工房C（学域）（R6開講なし）_17,情報工学工房C（学域）（R6開講なし）_19
情報工学工房C（学域）（R6開講なし）_17,情報工学工房C（学域）（R6開講なし）_20
情報工学工房C（学域）（R6開講なし）_17,情報工学工房C（学域）（R6開講なし）_21
情報工学工房C（学域）（R6開講なし）_22,情報工学工房C（学域）（R6開講なし）_23
情報工学工房C（学域）（R6開講なし）_22,情報工学工房C（学域）（R6開講なし）_24
情報工学工房C（学域）（R6開講なし）_22,情報工学工房C（学域）（R6開講なし）_25
情報工学工房C（学域）（R6開講なし）_22,情報工学工房C（学域）（R6開講なし）_26
情報工学工房C（学域）（R6開講なし）_27,情報工学工房C（学域）（R6開講なし）_28
情報工学工房C（学域）（R6開講なし）_27,情報工学工房C（学域）（R6開講なし）_29
