source,target
解析学_0,解析学_1
解析学_0,解析学_15
解析学_1,解析学_2
解析学_1,解析学_3
解析学_1,解析学_4
解析学_1,解析学_7
解析学_1,解析学_10
解析学_2,解析学_9
解析学_4,解析学_5
解析学_4,解析学_6
解析学_7,解析学_8
解析学_10,解析学_11
解析学_10,解析学_12
解析学_10,解析学_13
解析学_13,解析学_14
解析学_15,解析学_16
解析学_15,解析学_17
解析学_15,解析学_18
解析学_15,解析学_24
解析学_15,解析学_25
解析学_18,解析学_19
解析学_18,解析学_20
解析学_18,解析学_21
解析学_21,解析学_22
解析学_21,解析学_23
解析学_24,解析学_26
解析学_25,解析学_27
解析学_25,解析学_28
解析学_25,解析学_29
